type,id,code,description,link1,link2,link3,link4,link5,link6,link7,link8,link9
OD,od-cpsaa3.1,CPSAA3.1,"Muestra sensibilidad hacia las emociones y experiencias de otras personas, siendo consciente de la influencia que ejerce el grupo en las personas, para consolidar una personalidad empática e independiente y desarrollar su inteligencia.",kc-cpsaa,,,,,,,,
OD,od-cc3,CC3,"Adopta un juicio propio y argumentado ante problemas éticos y filosóficos fundamentales y de actualidad, afrontando con actitud dialogante la pluralidad de valores, creencias e ideas, rechazando todo tipo de discriminación y violencia, y promoviendo activamente la igualdad y corresponsabilidad efectiva entre mujeres y hombres.",kc-cc,,,,,,,,
OD,od-ccl1,CCL1,"Se expresa de forma oral, escrita, signada o multimodal con fluidez, coherencia, corrección y adecuación a los diferentes contextos sociales y académicos, y participa en interacciones comunicativas con actitud cooperativa y respetuosa tanto para intercambiar información, crear conocimiento y argumentar sus opiniones como para establecer y cuidar sus relaciones interpersonales.",kc-ccl,,,,,,,,
OD,od-cd1,CD1,"Realiza búsquedas avanzadas comprendiendo cómo funcionan los motores de búsqueda en internet aplicando criterios de validez, calidad, actualidad y fiabilidad, seleccionando los resultados de manera crítica y organizando el almacenamiento de la información de manera adecuada y segura para referenciarla y reutilizarla posteriormente.",kc-cd,,,,,,,,
OD,od-ccec1,CCEC1,"Reflexiona, promueve y valora críticamente el patrimonio cultural y artístico de cualquier época, contrastando sus singularidades y partiendo de su propia identidad, para defender la libertad de expresión, la igualdad y el enriquecimiento inherente a la diversidad.",kc-ccec,,,,,,,,
OD,od-cc4,CC4,"Analiza las relaciones de interdependencia y ecodependencia entre nuestras formas de vida y el entorno, realizando un análisis crítico de la huella ecológica de las acciones humanas, y demostrando un compromiso ético y ecosocialmente responsable con actividades y hábitos que conduzcan al logro de los Objetivos de Desarrollo Sostenible y la lucha contra el cambio climático.",kc-cc,,,,,,,,
OD,od-ce2,CE2,"Evalúa y reflexiona sobre las fortalezas y debilidades propias y las de otras personas, haciendo uso de estrategias de autoconocimiento y autoeficacia, interioriza los conocimientos económicos y financieros específicos y los transfiere a contextos locales y globales, aplicando estrategias y destrezas que agilicen el trabajo colaborativo y en equipo, para reunir y optimizar los recursos necesarios, que lleven a la acción una experiencia o iniciativa emprendedora de valor.",kc-ce,,,,,,,,
OD,od-ccec4.1,CCEC4.1,"Selecciona e integra con creatividad diversos medios y soportes, así como técnicas plásticas, visuales, audiovisuales, sonoras o corporales, para diseñar y producir proyectos artísticos y culturales sostenibles, analizando las oportunidades de desarrollo personal, social y laboral que ofrecen sirviéndose de la interpretación, la ejecución, la improvisación o la composición.",kc-ccec,,,,,,,,
OD,od-ccec4.2,CCEC4.2,"Planifica, adapta y organiza sus conocimientos, destrezas y actitudes para responder con creatividad y eficacia a los desempeños derivados de una producción cultural o artística, individual o colectiva, utilizando diversos lenguajes, códigos, técnicas, herramientas y recursos plásticos, visuales, audiovisuales, musicales, corporales o escénicos, valorando tanto el proceso como el producto final y comprendiendo las oportunidades personales, sociales, inclusivas y económicas que ofrecen.",kc-ccec,,,,,,,,
OD,od-ccl3,CCL3,"Localiza, selecciona y contrasta de manera autónoma información procedente de diferentes fuentes evaluando su fiabilidad y pertinencia en función de los objetivos de lectura y evitando los riesgos de manipulación y desinformación, y la integra y transforma en conocimiento para comunicarla de manera clara y rigurosa adoptando un punto de vista creativo y crítico a la par que respetuoso con la propiedad intelectual.",kc-ccl,,,,,,,,
OD,od-cp1,CP1,"Utiliza con fluidez, adecuación y aceptable corrección una o más lenguas, además de la lengua familiar o de las lenguas familiares, para responder a sus necesidades comunicativas con espontaneidad y autonomía en diferentes situaciones y contextos de los ámbitos personal, social, educativo y profesional.",kc-cp,,,,,,,,
OD,od-stem4,STEM4,"Interpreta y transmite los elementos más relevantes de investigaciones de forma clara y precisa, en diferentes formatos (gráficos, tablas, diagramas, fórmulas, esquemas, símbolos.) y aprovechando la cultura digital con ética y responsabilidad y valorando de forma crítica la contribución de la ciencia y la tecnología en el cambio de las condiciones de vida para compartir y construir nuevos conocimientos.",kc-stem,,,,,,,,
OD,od-ccec3.2,CCEC3.2,"Descubre la autoexpresión, a través de la interactuación corporal y la experimentación con diferentes herramientas y lenguajes artísticos, enfrentándose a situaciones creativas con una actitud empática y colaborativa, y con autoestima, iniciativa e imaginación.",kc-ccec,,,,,,,,
OD,od-cp3,CP3,"Conoce y valora críticamente la diversidad lingüística y cultural presente en la sociedad, integrándola en su desarrollo personal y anteponiendo la comprensión mutua como característica central de la comunicación, para fomentar la cohesión social.",kc-cp,,,,,,,,
OD,od-stem5,STEM5,"Planea y emprende acciones fundamentadas científicamente para promover la salud física y mental, y preservar el medio ambiente y los seres vivos, practicando el consumo responsable, aplicando principios de ética y seguridad para crear valor y transformar su entorno de forma sostenible adquiriendo compromisos como ciudadano en el ámbito local y global.",kc-stem,,,,,,,,
OD,od-cpsaa1.1,CPSAA1.1,"Fortalece el optimismo, la resiliencia, la autoeficacia y la búsqueda de objetivos de forma autónoma para hacer eficaz su aprendizaje.",kc-cpsaa,,,,,,,,
OD,od-cpsaa1.2,CPSAA1.2,"Desarrolla una personalidad autónoma, gestionando constructivamente los cambios, la participación social y su propia actividad para dirigir su vida.",kc-cpsaa,,,,,,,,
OD,od-cpsaa3.2,CPSAA3.2,"Distribuye en un grupo las tareas, recursos y responsabilidades de manera ecuánime, según sus objetivos, favoreciendo un enfoque sistémico para contribuir a la consecución de objetivos compartidos.",kc-cpsaa,,,,,,,,
OD,od-cc2,CC2,"Reconoce, analiza y aplica en diversos contextos, de forma crítica y consecuente, los principios, ideales y valores relativos al proceso de integración europea, la Constitución Española, los derechos humanos, y la historia y el patrimonio cultural propios, a la vez que participa en todo tipo de actividades grupales con una actitud fundamentada en los principios y procedimientos democráticos, el compromiso ético con la igualdad, la cohesión social, el desarrollo sostenible y el logro de la ciudadanía mundial.",kc-cc,,,,,,,,
SC,sc-matg1-1,CEs 1,"Modelizar y resolver problemas de la vida cotidiana y de diversos ámbitos aplicando diferentes estrategias y formas de razonamiento, con ayuda de herramientas tecnológicas, para obtener posibles soluciones.",od-stem1,od-stem2,od-stem3,od-cd2,od-cd5,od-cpsaa4,od-cpsaa5,od-ce3,
SC,sc-matg1-2,CEs 2,Verificar la validez de las posibles soluciones de un problema empleando el razonamiento y la argumentación para contrastar su idoneidad.,od-stem1,od-stem2,od-cd2,od-cd3,od-cpsaa3.1,od-cc3,od-ce3,,
SC,sc-matg1-3,CEs 3,Generar preguntas de tipo matemático aplicando saberes y estrategias conocidas para dar respuesta a situaciones problemáticas de la vida cotidiana.,od-ccl1,od-stem1,od-stem2,od-cd1,od-cd2,od-cd5,od-ce3,,
SC,sc-matg1-4,CEs 4,"Utilizar el pensamiento computacional de forma eficaz, modificando y creando algoritmos que resuelvan problemas mediante el uso de las matemáticas, para modelizar y resolver situaciones de la vida cotidiana y de diversos ámbitos.",od-stem1,od-stem2,od-stem3,od-cd2,od-cd3,od-cd5,od-ce3,,
SC,sc-matg1-5,CEs 5,"Establecer, investigar y utilizar conexiones entre las diferentes ideas matemáticas estableciendo vínculos entre conceptos, procedimientos, argumentos y modelos para dar significado y estructurar el aprendizaje matemático.",od-stem1,od-stem3,od-cd2,od-cd3,od-ccec1,,,,
SC,sc-matg1-6,CEs 6,"Descubrir los vínculos de las matemáticas con otras áreas de conocimiento y profundizar en sus conexiones, interrelacionando conceptos y procedimientos, para modelizar, resolver problemas y desarrollar la capacidad crítica, creativa e innovadora en situaciones diversas.",od-stem1,od-stem2,od-cd3,od-cd5,od-cc4,od-ce2,od-ce3,od-ccec1,
SC,sc-matg1-7,CEs 7,"Representar conceptos, procedimientos e información matemáticos seleccionando diferentes tecnologías, para visualizar ideas y estructurar razonamientos matemáticos.",od-stem3,od-cd1,od-cd2,od-cd5,od-ce3,od-ccec4.1,od-ccec4.2,,
SC,sc-matg1-8,CEs 8,"Comunicar las ideas matemáticas, de forma individual y colectiva, empleando el soporte, la terminología y el rigor apropiados, para organizar y consolidar el pensamiento matemático.",od-ccl1,od-ccl3,od-cp1,od-stem2,od-stem4,od-cd2,od-ccec3.2,,
SC,sc-matg1-9,CEs 9,"Utilizar destrezas personales y sociales, identificando y gestionando las propias emociones y respetando las ajenas y organizando activamente el trabajo en equipos heterogéneos, aprendiendo del error como parte del proceso de aprendizaje y afrontando situaciones de incertidumbre, para perseverar en la consecución de objetivos en el aprendizaje de las matemáticas.",od-cp3,od-stem5,od-cpsaa1.1,od-cpsaa1.2,od-cpsaa3.1,od-cpsaa3.2,od-cc2,od-cc3,od-ce2
EC,ec-matg1-1.1,1.1,"Emplear diferentes estrategias y herramientas, incluidas las digitales, que resuelvan problemas de la vida cotidiana y de ámbitos diversos, seleccionando la más adecuada en cada caso.",,,,,,,,,
EC,ec-matg1-1.2,1.2,"Obtener todas las posibles soluciones matemáticas de problemas de la vida cotidiana y de ámbitos diversos, describiendo el procedimiento realizado.",,,,,,,,,
EC,ec-matg1-2.1,2.1,"Comprobar la validez matemática de las posibles soluciones de un problema, utilizando el razonamiento, la argumentación y las herramientas digitales.",,,,,,,,,
EC,ec-matg1-2.2,2.2,"Seleccionar la solución más adecuada de un problema en función del contexto (sostenibilidad, consumo responsable, equidad) usando el razonamiento y la argumentación.",,,,,,,,,
EC,ec-matg1-3.1,3.1,Adquirir nuevo conocimiento matemático mediante la formulación de preguntas de naturaleza matemática de forma autónoma.,,,,,,,,,
EC,ec-matg1-3.2,3.2,Emplear herramientas tecnológicas adecuadas en la formulación o investigación de preguntas o problemas.,,,,,,,,,
EC,ec-matg1-4.1,4.1,"Interpretar, modelizar y resolver situaciones problematizadas de ámbitos diversos, utilizando el pensamiento computacional, modificando o creando algoritmos.",,,,,,,,,
EC,ec-matg1-5.1,5.1,"Manifestar una visión matemática integrada, investigando y conectando las diferentes ideas matemáticas.",,,,,,,,,
EC,ec-matg1-5.2,5.2,"Resolver problemas, estableciendo y aplicando conexiones entre las diferentes ideas matemáticas.",,,,,,,,,
EC,ec-matg1-6.1,6.1,"Resolver problemas en situaciones diversas, utilizando procesos matemáticos, estableciendo y aplicando conexiones entre el mundo real, otras áreas de conocimiento y las matemáticas.",,,,,,,,,
EC,ec-matg1-6.2,6.2,"Analizar la aportación de las matemáticas al progreso de la humanidad, reflexionando sobre su contribución en la propuesta de soluciones a situaciones complejas y a los retos que se plantean en la sociedad.",,,,,,,,,
EC,ec-matg1-7.1,7.1,Representar ideas matemáticas estructurando diferentes razonamientos matemáticos y seleccionando las tecnologías más adecuadas.,,,,,,,,,
EC,ec-matg1-7.2,7.2,"Seleccionar y utilizar diversas formas de representación, valorando su utilidad para compartir información.",,,,,,,,,
EC,ec-matg1-8.1,8.1,"Mostrar organización al comunicar las ideas matemáticas, empleando el soporte, la terminología y el rigor apropiados.",,,,,,,,,
EC,ec-matg1-8.2,8.2,"Reconocer y emplear el lenguaje matemático en diferentes contextos, comunicando la información con precisión y rigor.",,,,,,,,,
EC,ec-matg1-9.1,9.1,"Afrontar las situaciones de incertidumbre, y tomar decisiones evaluando distintas opciones identificando y gestionando emociones y aceptando y aprendiendo del error como parte del proceso de aprendizaje de las matemáticas.",,,,,,,,,
EC,ec-matg1-9.2,9.2,"Mostrar una actitud positiva y perseverante , aceptando y aprendiendo de la crítica razonada, al hacer frente a las diferentes situaciones de aprendizaje de las matemáticas.",,,,,,,,,
EC,ec-matg1-9.3,9.3,"Participar en tareas matemáticas de forma activa en equipos heterogéneos, respetando las emociones y experiencias de las demás personas, escuchando su razonamiento, identificando las habilidades sociales más propicias y fomentando el bienestar del equipo y las relaciones saludables.",,,,,,,,,
SB,sb-matg1-a1,A.1,"Reglas y estrategias para determinar el cardinal de conjuntos finitos en problemas de la vida cotidiana: uso de los principios de comparación, adición, multiplicación y división, del palomar y de inclusión-exclusión.",,,,,,,,,
SB,sb-matg1-a2,A.2,"Interpretación de la información numérica en documentos de la vida cotidiana: tablas, diagramas, documentos financieros, facturas, nóminas, noticias, etc.",,,,,,,,,
SB,sb-matg1-a3,A.3,Herramientas tecnológicas y digitales en la resolución de problemas numéricos.,,,,,,,,,
SB,sb-matg1-a4,A.4,"Razones, proporciones, porcentajes y tasas: comprensión, relación y aplicación en problemas en contextos diversos.",,,,,,,,,
SB,sb-matg1-a5,A.5,"Razonamiento proporcional en la resolución de problemas financieros: medios de pago con cobro de intereses, cuotas, comisiones, cambios de divisas.",,,,,,,,,
SB,sb-matg1-b1,B.1,La probabilidad como medida de la incertidumbre asociada a fenómenos aleatorios.,,,,,,,,,
SB,sb-matg1-b2,B.2,Estudio de la variación absoluta y de la variación media.,,,,,,,,,
SB,sb-matg1-b3,B.3,Concepto de derivada: definición a partir del estudio del cambio en diferentes contextos. Análisis e interpretación con medios tecnológicos.,,,,,,,,,
SB,sb-matg1-c1,C.1,"Grafos: representación de situaciones de la vida cotidiana mediante diferentes tipos de grafos (dirigidos, planos, ponderados, árboles, etc.). Fórmula de Euler.",,,,,,,,,
SB,sb-matg1-c2,C.2,Grafos eulerianos y hamiltonianos: resolución de problemas de caminos y circuitos. Coloración de grafos.,,,,,,,,,
SB,sb-matg1-c3,C.3,Resolución del problema del camino mínimo en diferentes contextos.,,,,,,,,,
SB,sb-matg1-d1,D.1,Generalización de patrones en situaciones sencillas.,,,,,,,,,
SB,sb-matg1-d2,D.2,"Funciones lineales, cuadráticas, racionales sencillas, exponenciales, logarítmicas, a trozos y periódicas: modelización de situaciones del mundo real con herramientas digitales.",,,,,,,,,
SB,sb-matg1-d3,D.3,Programación lineal: modelización de problemas reales y resolución mediante herramientas digitales.,,,,,,,,,
SB,sb-matg1-d4,D.4,Resolución de sistemas de ecuaciones e inecuaciones en diferentes contextos mediante herramientas digitales.,,,,,,,,,
SB,sb-matg1-d5,D.5,"Propiedades de las clases de funciones, incluyendo lineales, cuadráticas, racionales sencillas, exponenciales y logarítmicas.",,,,,,,,,
SB,sb-matg1-d6,D.6,"Formulación, resolución, análisis, representación e interpretación de relaciones y problemas de la vida cotidiana y de distintos ámbitos utilizando algoritmos, programas y herramientas tecnológicas adecuados.",,,,,,,,,
SB,sb-matg1-e1,E.1,Interpretación y análisis de información estadística en diversos contextos.,,,,,,,,,
SB,sb-matg1-e2,E.2,"Organización de los datos procedente de variables bidimensionales: distribución conjunta, distribuciones marginales y condicionadas. Análisis de la dependencia estadística.",,,,,,,,,
SB,sb-matg1-e3,E.3,Estudio de la relación entre dos variables mediante la regresión lineal y cuadrática: valoración gráfica de la pertinencia del ajuste. Diferencia entre correlación y causalidad.,,,,,,,,,
SB,sb-matg1-e4,E.4,"Coeficientes de correlación lineal y de determinación: cuantificación de la relación lineal, predicción y valoración de su fiabilidad en contextos científicos, económicos, sociales, etc.",,,,,,,,,
SB,sb-matg1-e5,E.5,"Calculadora, hoja de cálculo o software específico en el análisis de datos estadísticos.",,,,,,,,,
SB,sb-matg1-e6,E.6,Cálculo de probabilidades en experimentos simples y compuestos en problemas de la vida cotidiana. Probabilidad condicionada e independencia entre sucesos aleatorios. Diagramas de árbol y tablas de contingencia. Teorema de la probabilidad total.,,,,,,,,,
SB,sb-matg1-e7,E.7,"Distribuciones de probabilidad uniforme (discreta y continua), binomial y normal. Cálculo de probabilidades asociadas mediante herramientas tecnológicas: aplicación a la resolución de problemas.",,,,,,,,,
SB,sb-matg1-e8,E.8,Selección de muestras representativas. Técnicas sencillas de muestreo. Discusión de la validez de una estimación en función de la representatividad de la muestra.,,,,,,,,,
SB,sb-matg1-e9,E.9,Diseño de estudios estadísticos relacionados con diversos contextos utilizando herramientas digitales. Representatividad de una muestra.,,,,,,,,,
SB,sb-matg1-f1,F.1,"Destrezas de autoconciencia encaminadas a reconocer emociones propias, afrontando eventuales situaciones de estrés y ansiedad en el aprendizaje de las matemáticas.",,,,,,,,,
SB,sb-matg1-f2,F.2,"Tratamiento del error, individual y colectivo como elemento movilizador de saberes previos adquiridos y generador de oportunidades de aprendizaje en el aula de matemáticas.",,,,,,,,,
SB,sb-matg1-f3,F.3,Destrezas básicas para evaluar opciones y tomar decisiones en la resolución de problemas y tareas matemáticas.,,,,,,,,,
SB,sb-matg1-f4,F.4,"Técnicas y estrategias de trabajo en equipo para la resolución de problemas y tareas matemáticas, en grupos heterogéneos.",,,,,,,,,
SB,sb-matg1-f5,F.5,"Destrezas para desarrollar una comunicación efectiva: la escucha activa, la formulación de preguntas o solicitud y prestación de ayuda cuando sea necesario.",,,,,,,,,
SB,sb-matg1-f6,F.6,Valoración de la contribución de las matemáticas y el papel de matemáticos y matemáticas a lo largo de la historia en el avance de la humanidad.,,,,,,,,,
